user_age,income,employment_status,credit_score,loan_amount,loan_term,existing_debt,loan_to_income_ratio,payment_history,num_of_defaults,savings_balance
52,615894,Employed,803,444899,17,176861,0.28716142712869425,Bad,6,184768.19999999998
32,34928,Unemployed,370,483215,14,45069,1.2903401282638571,Bad,7,10478.4
28,959227,Self-employed,481,702636,22,234470,0.24443640556406357,Bad,8,287768.1
28,279465,Employed,833,952906,5,219474,0.7853362675111374,Bad,7,83839.5
48,543314,Self-employed,328,487097,8,122907,0.22621725190221492,Bad,8,162994.19999999998
40,300625,Self-employed,392,505516,20,257000,0.8548856548856549,Average,3,90187.5
27,663672,Employed,675,422162,20,89074,0.13421388878843765,Bad,9,199101.6
31,956025,Employed,710,605986,22,109345,0.1143746240945582,Bad,7,286807.5
40,22591,Unemployed,394,772050,12,218834,9.686777920410783,Bad,9,6777.3
36,7696,Unemployed,396,769669,14,55203,7.172946985446986,Bad,9,2308.7999999999997
24,421673,Self-employed,564,993437,20,147162,0.3489955486834585,Good,2,126501.9
26,117695,Employed,518,941839,15,16915,0.14371893453417733,Good,2,35308.5
42,168982,Employed,633,47095,10,304621,1.8026831260134215,Good,0,50694.6
46,20858,Unemployed,438,475146,5,189059,9.064100105475118,Good,0,6257.4
23,549380,Self-employed,824,394118,16,379884,0.69147766573228,Average,4,164814.0
34,295699,Self-employed,554,815629,10,123217,0.41669738484066565,Good,1,88709.7
31,12252,Unemployed,319,916051,17,147101,12.00628468821417,Average,5,3675.6
38,435041,Employed,663,548298,21,228439,0.525097634475831,Good,1,130512.29999999999
32,29151,Unemployed,368,419339,5,90067,3.0896710232925115,Average,3,8745.3
43,5036,Unemployed,439,352067,12,54520,10.826052422557586,Good,1,1510.8
32,37761,Unemployed,398,660250,12,71053,1.8816503800217155,Bad,9,11328.3
33,13060,Unemployed,467,394670,15,52464,4.017151607963247,Good,1,3918.0
45,160613,Employed,677,111162,18,154033,0.9590319588078176,Good,2,48183.9
39,10932,Unemployed,402,385071,14,288501,26.390504939626783,Good,0,3279.6
56,750489,Employed,636,272170,19,133316,0.17763884613898404,Bad,8,225146.69999999998
28,11333,Unemployed,427,329069,11,68952,6.084178946439601,Average,3,3399.9
49,126173,Self-employed,304,595130,11,49061,0.38883913357057376,Average,3,37851.9
52,231675,Employed,756,297809,14,269634,1.1638459048235674,Bad,8,69502.5
38,901811,Self-employed,542,273421,8,78219,0.0867354689619,Good,1,270543.3
26,12887,Unemployed,458,175311,22,389449,30.220299526654767,Good,2,3866.1
38,37370,Unemployed,494,442880,14,268983,7.197832485951298,Good,1,11211.0
39,29918,Unemployed,469,836440,23,25992,0.868774650711946,Average,5,8975.4
42,385706,Employed,581,803115,18,114154,0.29596117249926107,Average,5,115711.8
57,279073,Self-employed,445,658030,17,255166,0.9143342422950268,Bad,7,83721.9
52,764459,Employed,842,222283,19,177010,0.23154937020821262,Bad,7,229337.69999999998
23,320690,Employed,810,675249,20,256087,0.7985500015591381,Average,4,96207.0
48,17888,Unemployed,357,450828,6,319393,17.855154293381037,Good,2,5366.4
30,432499,Self-employed,646,701895,8,104313,0.2411866848247048,Good,1,129749.7
55,24251,Unemployed,425,342686,22,313878,12.942888953032865,Good,1,7275.3
49,158279,Employed,571,318463,21,179152,1.1318747275380814,Good,1,47483.7
35,32144,Unemployed,409,247144,14,206532,6.425211548033848,Bad,6,9643.199999999999
53,57132,Self-employed,393,880499,13,126626,2.2163761114611775,Bad,9,17139.6
27,26876,Unemployed,382,678999,19,287404,10.69370442030064,Average,4,8062.799999999999
32,688444,Self-employed,635,197784,16,191679,0.2784235173812249,Bad,9,206533.19999999998
50,681503,Self-employed,791,936137,13,62852,0.09222556613837357,Good,1,204450.9
41,19179,Unemployed,339,778505,18,29380,1.531883831273789,Average,4,5753.7
51,695582,Employed,561,954164,17,72257,0.10387991638656549,Bad,6,208674.6
44,28949,Unemployed,408,333119,10,173263,5.985111748246917,Bad,6,8684.699999999999
40,605657,Employed,677,165244,23,268074,0.4426168606983821,Bad,7,181697.1
57,919532,Employed,759,454413,8,398569,0.43344766685661834,Bad,7,275859.6
24,13775,Unemployed,316,103158,21,181626,13.18519056261343,Bad,7,4132.5
48,961697,Employed,840,978351,23,220559,0.22934354583616254,Good,1,288509.1
40,716136,Employed,717,800009,7,317161,0.4428781683925958,Good,0,214840.8
44,22199,Unemployed,471,865731,18,246824,11.11869904049732,Good,1,6659.7
52,20066,Unemployed,416,808608,21,205378,10.235124090501346,Bad,6,6019.8
56,21800,Unemployed,330,963890,17,157597,7.229220183486238,Average,5,6540.0
54,747167,Employed,546,65972,13,81630,0.10925268380429007,Good,0,224150.1
56,90637,Self-employed,407,908450,5,200283,2.209726712049163,Good,2,27191.1
22,712567,Employed,826,485007,21,32280,0.045301003274078086,Bad,9,213770.1
35,681257,Self-employed,697,436219,20,125130,0.18367517691561333,Average,3,204377.1
54,37015,Unemployed,470,284140,22,143312,3.871727677968391,Good,0,11104.5
56,667643,Self-employed,555,627210,6,269688,0.403940429241376,Good,0,200292.9
26,16019,Unemployed,427,875030,18,190053,11.8642237343155,Average,4,4805.7
59,24346,Unemployed,340,562219,21,158908,6.527068101536186,Bad,9,7303.8
32,422972,Self-employed,456,650456,7,277532,0.6561474518407838,Average,3,126891.59999999999
23,22861,Unemployed,358,168782,6,245335,10.731595293294257,Bad,7,6858.3
38,386784,Self-employed,323,125099,12,2694,0.006965127823281211,Good,0,116035.2
41,26976,Unemployed,443,560981,6,128727,4.771908362989324,Average,3,8092.799999999999
35,423807,Employed,633,955244,6,351346,0.8290235885674375,Average,5,127142.09999999999
53,878292,Employed,712,996745,13,114057,0.12986227814895274,Good,0,263487.6
55,5347,Unemployed,465,110944,10,312438,58.4323919955115,Good,1,1604.1
46,11869,Unemployed,478,750943,16,39769,3.350661386805965,Bad,8,3560.7
28,354760,Self-employed,520,733862,13,376433,1.0610920058631188,Good,2,106428.0
56,124515,Employed,785,805806,11,103885,0.8343171505441112,Good,0,37354.5
50,193088,Self-employed,765,996178,16,38855,0.20122949121644018,Average,3,57926.4
43,17386,Unemployed,457,249572,9,133532,7.680432531922237,Bad,8,5215.8
34,17938,Unemployed,326,345615,20,48646,2.711896532500836,Good,1,5381.4
34,999199,Self-employed,526,572201,9,114947,0.11503914635623134,Average,3,299759.7
22,23854,Unemployed,371,912115,16,11910,0.4992873312651966,Good,2,7156.2
57,499234,Employed,517,199097,13,83757,0.16777102521062268,Good,1,149770.19999999998
25,25044,Self-employed,344,832948,11,228961,9.142349464941702,Good,0,7513.2
58,969479,Employed,842,614084,23,236222,0.24365870740882473,Good,2,290843.7
34,368608,Employed,721,290213,15,271607,0.7368451037416442,Bad,8,110582.4
59,556238,Employed,591,906765,16,145408,0.26141327992693775,Average,3,166871.4
45,745373,Self-employed,471,975737,7,27534,0.036939894522608145,Average,4,223611.9
40,26695,Unemployed,376,86811,21,134441,5.036186551788725,Good,1,8008.5
22,354888,Employed,678,192121,11,375440,1.0579112283311918,Average,5,106466.4
59,851485,Employed,634,759180,14,348238,0.4089772573797542,Good,1,255445.5
26,475292,Employed,779,382172,19,351049,0.7385964838457201,Average,5,142587.6
37,34714,Unemployed,382,565466,6,288551,8.31223713775422,Bad,6,10414.199999999999
45,13562,Unemployed,308,821253,17,325696,24.015336970948237,Bad,7,4068.6
48,360439,Self-employed,520,971231,8,168011,0.466128804041738,Average,3,108131.7
22,28447,Unemployed,347,456151,22,93303,3.2798889162301825,Good,2,8534.1
55,213574,Self-employed,624,543287,5,260153,1.2180930263047,Good,0,64072.2
57,59708,Self-employed,737,457738,6,72908,1.2210759027266027,Good,1,17912.399999999998
25,600113,Self-employed,674,302856,6,125506,0.20913727914576088,Good,0,180033.9
21,352692,Self-employed,680,197623,8,285513,0.8095250246674152,Bad,7,105807.59999999999
32,237409,Self-employed,313,697532,7,269044,1.1332510561941629,Good,1,71222.7
56,618518,Employed,656,297866,21,41733,0.0674725715338923,Good,1,185555.4
43,28092,Unemployed,317,799057,18,350380,12.472590061227395,Good,1,8427.6
51,896262,Employed,537,200237,6,238841,0.2664856927996501,Good,1,268878.6
31,430658,Self-employed,684,996013,20,132661,0.3080425767082,Bad,8,129197.4
30,26699,Unemployed,343,533147,15,323188,12.104872841679464,Average,3,8009.7
23,780382,Employed,534,961113,17,202671,0.25970742533784735,Average,5,234114.6
34,178182,Employed,718,962811,5,348697,1.9569709622745284,Good,0,53454.6
36,927427,Self-employed,607,637274,6,215982,0.23288301936432731,Good,0,278228.1
30,154926,Employed,751,758942,6,351579,2.2693350373726813,Average,3,46477.799999999996
49,340279,Employed,755,285983,9,50008,0.14696175785164528,Bad,8,102083.7
30,956570,Employed,707,291360,8,67794,0.07087196964153172,Bad,9,286971.0
32,213208,Employed,630,841385,16,80134,0.3758489362500469,Bad,7,63962.399999999994
50,459791,Employed,696,479697,7,397082,0.8636141203285841,Bad,7,137937.3
21,125787,Self-employed,325,455809,14,316034,2.512453592183612,Bad,8,37736.1
25,225782,Self-employed,753,991579,22,378403,1.6759661974825273,Bad,7,67734.59999999999
40,948138,Employed,685,51522,14,292548,0.30855002119944563,Bad,6,284441.39999999997
28,804203,Self-employed,350,232233,5,328367,0.40831357256812023,Bad,9,241260.9
32,940802,Self-employed,304,400102,10,263781,0.2803788682422019,Bad,9,282240.6
21,38356,Unemployed,459,375393,15,222224,5.79372197309417,Good,1,11506.8
40,757247,Employed,756,9485,6,366330,0.4837655348915215,Bad,7,227174.1
48,460884,Self-employed,310,426671,11,278972,0.6052976453945027,Good,1,138265.19999999998
57,501564,Self-employed,307,769344,22,185616,0.3700744072541092,Average,3,150469.19999999998
57,598728,Employed,531,936271,23,102976,0.17199128819764567,Good,1,179618.4
32,11683,Unemployed,430,114701,8,46097,3.945647522040572,Average,4,3504.9
57,350739,Employed,627,947957,17,114271,0.3258006665925375,Good,1,105221.7
48,33371,Unemployed,361,209352,22,295166,8.844985166761559,Average,5,10011.3
35,35914,Employed,744,628926,17,33202,0.9244862727627109,Good,2,10774.199999999999
26,319324,Employed,604,186514,23,29704,0.09302150793551377,Good,1,95797.2
40,896651,Employed,780,447093,21,92411,0.10306239551397367,Average,5,268995.3
34,257561,Employed,688,800658,5,130688,0.5074060125562488,Bad,8,77268.3
22,34677,Unemployed,473,619693,10,24641,0.7105862675548634,Bad,6,10403.1
29,18453,Unemployed,435,811020,23,300623,16.29128055058798,Bad,9,5535.9
57,683063,Self-employed,748,212048,5,210843,0.30867284569651704,Bad,8,204918.9
40,124799,Employed,581,689069,12,285171,2.285042348095738,Bad,8,37439.7
46,21078,Unemployed,387,967292,21,306056,14.520163203339976,Good,1,6323.4
49,20536,Unemployed,426,39019,19,371371,18.08390144137125,Bad,9,6160.8
21,12410,Unemployed,354,964452,22,203546,16.40177276390008,Good,0,3723.0
55,209340,Employed,555,263497,11,129773,0.6199149708608006,Average,3,62802.0
26,762262,Self-employed,718,591421,20,110658,0.1451705581545453,Bad,6,228678.6
57,25567,Unemployed,396,902876,11,43692,1.7089216568232488,Bad,8,7670.099999999999
25,729023,Employed,507,723818,21,99884,0.1370107664641582,Bad,7,218706.9
53,10813,Unemployed,313,381747,8,33209,3.071210579857579,Bad,6,3243.9
34,39269,Unemployed,352,160598,16,189635,4.829127301433701,Good,0,11780.699999999999
32,46190,Self-employed,682,992997,17,319882,6.925351807750595,Good,2,13857.0
40,21498,Unemployed,433,654873,8,300386,13.972741650386082,Good,0,6449.4
44,30568,Unemployed,343,447414,5,108966,3.564708191572887,Average,4,9170.4
54,883009,Employed,771,771460,5,169899,0.1924091373927106,Good,0,264902.7
45,715459,Employed,800,494750,11,178297,0.24920645347951456,Bad,7,214637.69999999998
49,438855,Self-employed,531,831827,13,169168,0.38547584053958595,Average,4,131656.5
59,315626,Employed,592,419247,5,182618,0.5785898500123564,Average,4,94687.8
51,478477,Employed,717,470758,20,329601,0.6888544276945391,Bad,8,143543.1
43,485533,Self-employed,652,652102,22,392401,0.8081860553247668,Bad,8,145659.9
58,8065,Unemployed,346,957205,19,331453,41.09770613763174,Bad,7,2419.5
40,415140,Self-employed,769,376743,10,87496,0.21076263429204606,Bad,7,124542.0
43,90204,Employed,576,27939,6,162340,1.7996984612655758,Good,0,27061.2
36,253827,Self-employed,820,968649,13,217426,0.8565913003738767,Average,3,76148.09999999999
28,21407,Unemployed,314,939828,8,237109,11.076236744989956,Bad,9,6422.099999999999
41,415275,Self-employed,824,155939,17,111078,0.26748058515441575,Good,0,124582.5
21,810634,Employed,671,788635,15,265009,0.3269157227552755,Bad,8,243190.19999999998
28,101524,Employed,826,936048,17,97242,0.9578227808202987,Good,0,30457.199999999997
49,523855,Self-employed,784,935403,15,292031,0.5574653291464241,Bad,9,157156.5
52,13680,Unemployed,421,817495,23,359191,26.256652046783625,Bad,9,4104.0
58,287187,Self-employed,463,617168,12,165551,0.5764571516120158,Bad,7,86156.09999999999
25,7419,Unemployed,360,530036,11,129863,17.504111066181427,Good,1,2225.7
42,22140,Unemployed,425,238094,20,41478,1.8734417344173442,Bad,8,6642.0
54,181282,Self-employed,556,381413,7,160574,0.8857691331737293,Good,2,54384.6
21,17961,Unemployed,367,986133,21,251840,14.021491008295753,Good,0,5388.3
46,167559,Employed,776,869196,22,374894,2.237385040493199,Average,5,50267.7
30,591400,Self-employed,690,153956,19,276538,0.467598917822117,Good,1,177420.0
50,21360,Unemployed,302,158255,21,230766,10.803651685393259,Good,1,6408.0
38,787739,Employed,806,466462,15,141334,0.17941729430687067,Good,2,236321.69999999998
37,350182,Self-employed,763,896468,9,5487,0.015668994979753385,Good,1,105054.59999999999
46,295161,Employed,745,676619,20,159413,0.5400882907972259,Good,2,88548.3
28,221196,Employed,622,693319,19,259432,1.1728602687209533,Average,4,66358.8
32,775658,Employed,761,904957,14,109924,0.14171709696799362,Bad,6,232697.4
47,5784,Unemployed,416,428673,18,262196,45.33125864453665,Average,5,1735.2
28,240067,Self-employed,705,349823,6,58268,0.24271557523524684,Average,5,72020.09999999999
45,822559,Self-employed,424,127829,20,30605,0.03720705748766958,Bad,8,246767.69999999998
24,14552,Unemployed,384,130216,23,72602,4.989142385926333,Good,1,4365.599999999999
53,185786,Self-employed,477,921607,12,158795,0.854719946605234,Bad,6,55735.799999999996
21,821178,Employed,826,592189,19,201180,0.24498951506250777,Good,2,246353.4
39,186417,Self-employed,338,769674,14,341350,1.8311098236748795,Bad,7,55925.1
51,20595,Unemployed,347,177607,9,94375,4.582422918184025,Average,5,6178.5
36,671404,Employed,556,411319,20,181100,0.2697332753453956,Good,1,201421.19999999998
34,28377,Unemployed,398,624334,16,357081,12.583465482609155,Average,3,8513.1
25,207043,Employed,514,354156,17,57921,0.27975348116091825,Good,1,62112.899999999994
46,40564,Employed,678,604566,13,323904,7.985011340104526,Bad,7,12169.199999999999
48,521939,Self-employed,418,276535,21,142321,0.27267745847694846,Bad,9,156581.69999999998
22,135940,Employed,536,104476,16,68847,0.5064513756068854,Bad,8,40782.0
26,22862,Unemployed,325,948405,9,98547,4.31051526550608,Bad,7,6858.599999999999
29,145777,Self-employed,307,384865,16,306983,2.105839741523011,Bad,8,43733.1
53,30544,Unemployed,303,623825,5,237149,7.764176270298585,Average,4,9163.199999999999
45,347972,Employed,648,869591,20,40673,0.11688584138953709,Average,3,104391.59999999999
33,11050,Unemployed,476,987418,16,4642,0.4200904977375566,Good,1,3315.0
29,26034,Unemployed,468,919472,13,314905,12.095913036798033,Average,5,7810.2
33,300628,Employed,684,183429,17,10622,0.035332703540588366,Good,1,90188.4
51,327089,Self-employed,730,219980,21,49423,0.15109954782948984,Good,1,98126.7
31,36323,Unemployed,360,505551,21,43873,1.207857280510971,Average,3,10896.9
24,911037,Employed,823,957941,8,236616,0.25972161394103643,Average,5,273311.1
54,260540,Self-employed,845,823935,18,48565,0.18640132033468948,Good,0,78162.0
58,801747,Self-employed,785,488675,23,139878,0.17446650876149208,Average,4,240524.09999999998
24,271013,Self-employed,387,77403,11,263901,0.9737577164195076,Average,3,81303.9
58,32370,Unemployed,306,960762,7,7220,0.22304603027494593,Average,4,9711.0
39,12971,Unemployed,337,953228,5,371552,28.644823066841415,Bad,7,3891.2999999999997
26,30651,Unemployed,442,590574,16,92851,3.0292975759355323,Bad,6,9195.3
54,499509,Self-employed,695,338986,19,186826,0.3740192869397749,Good,0,149852.69999999998
38,14643,Unemployed,442,106927,15,356473,24.344260055999452,Average,4,4392.9
33,689292,Employed,548,803340,14,128636,0.18662047434178838,Good,0,206787.6
43,12444,Unemployed,314,487833,6,291432,23.41947926711668,Average,3,3733.2
39,15537,Unemployed,314,445842,8,75492,4.8588530604363775,Bad,7,4661.099999999999
31,762993,Self-employed,326,301372,21,282253,0.36992868872977863,Average,5,228897.9
21,18782,Unemployed,392,25386,21,250128,13.317431583430945,Average,3,5634.599999999999
44,417688,Employed,808,179826,12,397713,0.9521772231905155,Average,3,125306.4
27,857019,Self-employed,618,506158,18,58326,0.06805683421254372,Bad,9,257105.69999999998
45,367864,Employed,680,292446,8,10864,0.02953265337189831,Bad,8,110359.2
41,27072,Self-employed,419,324959,10,225589,8.332927009456265,Bad,6,8121.599999999999
35,230075,Self-employed,342,254156,23,350706,1.5243116375095078,Good,1,69022.5
21,11057,Unemployed,303,851776,8,75310,6.811069910463959,Average,3,3317.1
32,60916,Employed,632,955122,7,382598,6.280747258519929,Bad,7,18274.8
27,704338,Self-employed,554,900035,10,244415,0.34701379167388385,Good,2,211301.4
35,28259,Unemployed,379,471450,11,284161,10.055592908453944,Bad,9,8477.699999999999
41,608688,Self-employed,801,325258,18,396037,0.6506403937649502,Average,5,182606.4
39,640869,Self-employed,554,250724,16,51337,0.08010529452977129,Good,2,192260.69999999998
49,112009,Self-employed,541,203202,20,84557,0.7549125516699551,Bad,6,33602.7
45,166940,Self-employed,598,27525,12,188460,1.1289085899125435,Bad,8,50082.0
53,814716,Self-employed,752,81818,6,11372,0.01395823820816088,Good,0,244414.8
52,74000,Self-employed,511,116589,17,101050,1.3655405405405405,Good,0,22200.0
55,34265,Unemployed,382,147406,12,357082,10.421187800963082,Good,0,10279.5
58,789514,Self-employed,628,621003,20,334477,0.4236492323125366,Good,2,236854.19999999998
46,901011,Employed,755,195839,8,279427,0.3101260694930473,Good,2,270303.3
31,6502,Unemployed,348,795076,20,41857,6.437557674561673,Bad,6,1950.6
55,881856,Employed,562,365298,10,314916,0.35710592205530156,Good,2,264556.8
28,862398,Self-employed,706,508453,8,191742,0.22233585884939436,Good,0,258719.4
34,450641,Employed,604,952437,20,205205,0.45536247256685475,Average,5,135192.3
30,774640,Self-employed,314,259438,17,96856,0.12503356397810597,Bad,7,232392.0
22,404022,Self-employed,558,831901,9,189226,0.468355683601388,Average,5,121206.59999999999
29,22106,Unemployed,455,428903,19,269251,12.179996381073012,Bad,8,6631.8
23,14474,Unemployed,401,895041,12,223368,15.43236147574962,Bad,8,4342.2
41,254091,Self-employed,344,447872,11,298705,1.1755827636555407,Bad,6,76227.3
46,15170,Unemployed,344,412591,18,208746,13.76044825313118,Good,0,4551.0
28,531498,Employed,830,509235,11,167340,0.31484596367248796,Average,4,159449.4
22,30792,Unemployed,308,515951,11,14138,0.4591452325279293,Bad,7,9237.6
26,12232,Unemployed,430,329350,22,257697,21.067446043165468,Bad,9,3669.6
48,609054,Employed,781,884894,14,215072,0.35312468188370816,Bad,7,182716.19999999998
49,21052,Unemployed,458,693967,22,125143,5.944470834125024,Average,3,6315.599999999999
46,535201,Self-employed,329,609466,18,153320,0.28647181152501583,Bad,7,160560.3
45,647737,Employed,827,943497,14,234829,0.36253757311995455,Average,4,194321.1
32,567667,Self-employed,516,701746,11,281776,0.4963755159274716,Average,5,170300.1
25,292463,Employed,604,780754,11,48547,0.16599364705962805,Good,1,87738.9
54,9791,Self-employed,629,441503,11,275244,28.111939536308856,Bad,9,2937.2999999999997
57,210459,Self-employed,346,88724,9,311074,1.4780741141980147,Bad,8,63137.7
35,28126,Unemployed,352,755492,5,208977,7.430029154518951,Average,3,8437.8
56,867132,Self-employed,613,98393,18,316169,0.36461461461461464,Average,3,260139.59999999998
35,29509,Unemployed,371,915746,22,79944,2.709139584533532,Good,2,8852.699999999999
43,778005,Employed,639,602600,17,92641,0.11907507021163104,Bad,9,233401.5
26,224162,Self-employed,328,863756,12,97920,0.43682693766115577,Average,4,67248.59999999999
41,459926,Self-employed,800,597484,12,395677,0.8603057883224693,Bad,6,137977.8
43,774700,Employed,559,596302,14,43362,0.05597263456821996,Bad,8,232410.0
36,321946,Employed,719,403426,21,291754,0.9062202978139191,Bad,9,96583.8
35,461120,Self-employed,845,668282,10,367478,0.7969248785565579,Average,3,138336.0
45,898447,Employed,588,431505,19,153067,0.17036842462604918,Bad,6,269534.1
56,19610,Unemployed,410,524313,19,270861,13.812391636919939,Average,4,5883.0
31,435737,Employed,777,35340,20,210939,0.484097058546784,Good,0,130721.09999999999
35,316172,Employed,665,303994,12,211544,0.6690788558126589,Good,2,94851.59999999999
24,305159,Self-employed,536,976488,23,65022,0.21307580638290202,Average,4,91547.7
41,26282,Unemployed,406,498915,19,185740,7.0671942774522485,Bad,9,7884.599999999999
33,205231,Employed,694,639999,7,52645,0.2565158285054402,Good,2,61569.299999999996
42,20186,Unemployed,437,741538,10,292694,14.499851382146042,Good,2,6055.8
39,36194,Unemployed,442,13094,12,397792,10.990550920041995,Average,5,10858.199999999999
54,32018,Unemployed,410,876391,20,41868,1.3076394528077957,Average,4,9605.4
34,46722,Self-employed,579,952922,19,99039,2.119750866829331,Average,3,14016.6
24,879228,Employed,723,794173,17,178452,0.20296441878557098,Average,5,263768.39999999997
47,245740,Self-employed,431,637873,19,399944,1.6275087490843982,Average,3,73722.0
49,641340,Employed,597,467590,22,295944,0.46144634671157264,Average,3,192402.0
48,428455,Employed,792,512491,17,11886,0.027741536450735783,Average,5,128536.5
55,883383,Self-employed,300,386708,12,201981,0.22864487996712637,Bad,6,265014.89999999997
28,32195,Unemployed,439,70798,18,179308,5.569436247864576,Bad,7,9658.5
36,39964,Unemployed,438,904458,15,46805,1.1711790611550394,Bad,7,11989.199999999999
56,650587,Employed,685,203604,10,295676,0.45447572730472635,Bad,9,195176.1
50,165811,Self-employed,377,112130,5,113765,0.6861125015831278,Good,0,49743.299999999996
38,36969,Unemployed,461,810596,6,29688,0.803051205063702,Bad,6,11090.699999999999
22,6816,Unemployed,431,692955,17,286233,41.99427816901409,Good,1,2044.8
33,287471,Employed,643,32257,5,34585,0.12030778756813731,Good,0,86241.3
24,885817,Employed,608,409427,8,191076,0.21570595280966612,Good,0,265745.1
46,110153,Self-employed,334,884421,6,251322,2.2815719953156064,Average,3,33045.9
45,664322,Employed,774,924736,20,251483,0.37855588103359517,Good,0,199296.6
50,29563,Unemployed,307,987257,7,3438,0.11629401616885972,Good,2,8868.9
31,35669,Unemployed,309,54691,21,356239,9.987355967366621,Good,0,10700.699999999999
27,34454,Unemployed,386,606056,9,182434,5.295002031694433,Average,4,10336.199999999999
51,29785,Unemployed,345,420829,12,149055,5.0043646130602655,Bad,8,8935.5
30,573786,Self-employed,839,540314,16,277170,0.48305465800838643,Bad,8,172135.8
59,570273,Self-employed,565,973039,16,383312,0.6721552659866414,Good,1,171081.9
33,420659,Employed,810,751450,5,314142,0.7467854010017615,Good,0,126197.7
51,308849,Employed,566,295052,5,320157,1.036613361221827,Bad,8,92654.7
27,92598,Employed,554,971617,19,52039,0.561988379878615,Bad,8,27779.399999999998
56,279383,Self-employed,842,545898,21,181903,0.6510882909840613,Bad,9,83814.9
40,37274,Unemployed,455,179718,6,166675,4.471615603369641,Bad,9,11182.199999999999
24,924800,Employed,655,500357,21,107446,0.11618295847750865,Good,0,277440.0
27,35866,Unemployed,386,327329,13,361596,10.081860257625607,Good,0,10759.8
21,924995,Employed,768,860999,16,232120,0.25094189698322694,Good,1,277498.5
33,251516,Employed,542,180646,8,330326,1.3133399068051337,Bad,8,75454.8
42,755898,Employed,805,520420,17,53147,0.07030975078648177,Average,3,226769.4
41,187723,Employed,759,224123,8,253403,1.3498772127016934,Bad,6,56316.9
42,414533,Employed,600,497236,11,76400,0.18430378281101867,Bad,7,124359.9
48,9646,Unemployed,333,824614,18,47434,4.917478747667427,Average,5,2893.7999999999997
29,360080,Employed,799,904568,13,27515,0.07641357476116419,Average,3,108024.0
46,27185,Unemployed,339,920074,5,221370,8.143093617803936,Bad,7,8155.5
29,759016,Self-employed,429,493006,5,59001,0.07773353921392961,Average,5,227704.8
35,489770,Employed,655,545576,8,190469,0.3888947873491639,Average,5,146931.0
30,10193,Unemployed,385,867256,5,193487,18.982340822132837,Average,5,3057.9
44,205144,Self-employed,389,949381,14,372735,1.8169432203720313,Bad,8,61543.2
28,967114,Self-employed,754,610713,6,225215,0.232873270369367,Bad,7,290134.2
44,500339,Self-employed,631,2917,19,308922,0.617425385588571,Average,3,150101.69999999998
36,34410,Unemployed,391,864034,7,163013,4.737372856727696,Good,2,10323.0
46,68665,Employed,585,853007,13,96849,1.4104565644797205,Average,5,20599.5
47,995631,Employed,601,860950,21,366227,0.36783406703889293,Average,3,298689.3
57,37875,Unemployed,464,779475,17,210637,5.561372937293729,Bad,9,11362.5
24,940284,Employed,590,41104,7,364420,0.3875637573328909,Good,2,282085.2
44,30279,Unemployed,378,675422,8,320052,10.570098087783613,Average,5,9083.699999999999
39,757773,Employed,600,281143,8,250708,0.3308484203052893,Good,0,227331.9
56,270953,Self-employed,663,264091,15,357192,1.3182802921539898,Bad,6,81285.9
59,851307,Employed,749,457061,11,208748,0.24520883770484678,Good,2,255392.09999999998
30,5559,Unemployed,416,405157,15,248387,44.681957186544345,Bad,6,1667.7
45,26353,Unemployed,446,587457,15,146919,5.575038895002466,Average,4,7905.9
38,51023,Self-employed,844,156542,14,179263,3.5133763204829194,Bad,9,15306.9
39,21427,Unemployed,464,131744,9,297400,13.879684510197414,Good,1,6428.099999999999
56,164511,Employed,844,899116,17,390169,2.3716894311018715,Good,2,49353.299999999996
30,772691,Employed,836,61821,16,128343,0.16609873804664477,Good,2,231807.3
53,477919,Self-employed,585,219741,14,10127,0.021189783205940754,Average,3,143375.69999999998
25,24659,Unemployed,471,251265,11,119251,4.836003082039012,Good,0,7397.7
55,250259,Self-employed,420,439651,23,160277,0.6404444994985196,Good,2,75077.7
54,837856,Employed,743,399745,23,240282,0.2867819768552114,Good,2,251356.8
53,508447,Self-employed,487,216127,23,344307,0.6771738253937972,Bad,7,152534.1
41,17300,Unemployed,390,276336,16,190836,11.030982658959537,Good,0,5190.0
37,730191,Self-employed,755,338246,19,381423,0.5223605878461937,Bad,8,219057.3
42,25927,Unemployed,319,205834,9,102824,3.965904269680256,Good,2,7778.099999999999
57,14032,Unemployed,370,760826,18,39664,2.8266818700114027,Bad,6,4209.599999999999
35,894845,Employed,783,903326,16,57795,0.06458660438399946,Bad,9,268453.5
55,667816,Employed,542,88795,15,122729,0.18377666902260503,Average,3,200344.8
48,416060,Employed,712,167159,9,164405,0.39514733451905976,Average,5,124818.0
27,11766,Unemployed,334,330821,20,245620,20.875403705592383,Bad,8,3529.7999999999997
52,253342,Self-employed,601,661987,22,37079,0.14635946664982513,Bad,8,76002.59999999999
31,25221,Unemployed,314,976045,16,85225,3.379128504024424,Average,3,7566.299999999999
30,981937,Employed,560,245877,9,25259,0.025723646221702614,Bad,9,294581.1
29,842146,Employed,819,201298,20,289715,0.34401992053634406,Average,5,252643.8
34,138624,Self-employed,607,500843,16,52119,0.3759738573407202,Average,5,41587.2
33,731347,Employed,824,922759,6,271153,0.37075834043210676,Good,2,219404.1
45,190322,Employed,748,714793,10,111210,0.5843255115015605,Good,1,57096.6
22,881118,Employed,838,138285,8,324973,0.36881893231099583,Average,4,264335.39999999997
